time,LF_Torque_Troch_CS_x,LF_Torque_Troch_CS_y,LF_Torque_Troch_CS_z,LF_Torque_Tibia_CS_x,LF_Torque_Tibia_CS_y,LF_Torque_Tibia_CS_z,LF_ThC1_theta,LF_ThC1_vel,LF_ThC3_theta,LF_ThC3_vel,LF_CTr_theta,LF_CTr_vel,LF_TrF_theta,LF_TrF_vel,LF_FTi_theta,LF_FTi_vel
8.39,-0.024240746486793946,-0.17037176615617397,0.14051349818822909,0.05310329095192206,-0.11589289496095402,0.10895323264263113,-0.055773716550560924,-0.381932858441409,0.9282510332496748,-0.003676208339820075,0.7243577393889142,-0.5176116054634194,-0.24147579807296857,-0.16385182384322516,0.035215783798869756,-0.9411908933124664
8.4,-0.025276045262711044,-0.18269679393073215,0.1398253681335848,0.056216801920176876,-0.12284307601108616,0.11332697239191844,-0.05953184881207682,-0.37581322615158963,0.9281552093501768,-0.00958238994980265,0.7193481437778927,-0.5009595611021544,-0.24313341678995629,-0.16576187169877188,0.02595174919548048,-0.9264034603389276
8.41,-0.026405966894201563,-0.19460672048784838,0.1392421022463853,0.059243427140272954,-0.12959628421237643,0.11772477421353823,-0.06323185341867142,-0.3700004606594601,0.9280023345211422,-0.015287482903458827,0.7145016459793768,-0.48464977985158697,-0.24480915711227982,-0.1675740322323538,0.016834451976918643,-0.9117297218561835
8.42,-0.027620828780592063,-0.20612090410843975,0.13876190367650706,0.062186944973033446,-0.1361610735662149,0.12214514395129714,-0.06687668837230488,-0.36448349536334634,0.9277943123177975,-0.020802220334470434,0.7098149407583263,-0.46867052210505245,-0.24650207152087492,-0.1692914408595092,0.007862793713021265,-0.8971658263897379
8.43,-0.028911522024090322,-0.2172584275313263,0.13838305130853915,0.06505105834695146,-0.1425458362704287,0.1265866402355551,-0.07046919988092963,-0.3592511508624746,0.927532940633074,-0.026137168472351036,0.705284841602952,-0.45300991553742787,-0.2482112432441782,-0.17091717233032877,-0.0009642853459898254,-0.882707905901109
8.44,-0.03026936592793765,-0.22804091678595417,0.13810385517810464,0.06784000356401454,-0.14876019440822608,0.13104823515587874,-0.07401210000592373,-0.35429001249941,0.9272198953404256,-0.03130452926484173,0.7009083046508371,-0.4376536952114929,-0.2499357907554406,-0.17245475112623865,-0.009647798870046357,-0.8683513524056531
8.45,-0.0316867335814741,-0.23847683389555924,0.1379228301887774,0.07055518079864354,-0.15480728823964016,0.1355272889246123,-0.07750805806070049,-0.349595805477676,0.9268568135392126,-0.03630818012130277,0.6966823315013949,-0.4225973149442175,-0.2516748437213866,-0.17390529659460086,-0.018188745852661302,-0.8540946982614944
8.46,-0.03541155130428325,-0.22616950399346492,0.1364621563055157,0.0689236789246616,-0.1508519045108379,0.1369542561099578,-0.08083477511296311,-0.33267170522626177,0.926637789979697,-0.021902355951552988,0.6919694933426745,-0.4712838158720367,-0.2534461204820842,-0.17712767606976043,-0.02712838566370415,-0.8939639811042847
8.47,-0.020351325269358088,0.010971576925589708,0.17918487917980494,0.003691087458530546,-0.011561351012382471,0.041541555451293115,-0.0840178067121911,-0.31830315992279895,0.9273134925366797,0.06757025569826824,0.6833041940840562,-0.8665299258618364,-0.2556585936185896,-0.22124731365054107,-0.04028955944408685,-1.3161173780382704
8.48,-0.044652706868078665,0.08241156524323069,0.16641723360786184,-0.000325107936169456,0.004067513565049732,0.038612427062354474,-0.08684700551859305,-0.282919880640195,0.929474864089277,0.21613715525973243,0.6679761580727015,-1.5328036011354684,-0.25865223452852676,-0.2993640909937145,-0.06051326627414068,-2.0223706830053825
8.49,-0.047687854757619094,0.0850655324977796,0.14638273594121234,1.6097226172122336e-06,0.00302205042707331,0.03776381738451057,-0.088998551165946,-0.21515456473529537,0.933350208144363,0.38753440550859386,0.6446733679419392,-2.3302790130762308,-0.26268403963735826,-0.4031805108831499,-0.08903430805366824,-2.8521041779527563
8.5,-0.06140507147856143,0.11865724718842442,0.08212165513256484,-0.0013233233074385975,0.00852316943838044,0.02401278930324626,-0.09006873974742378,-0.10701885814777823,0.9388648157781646,0.5514607633801627,0.613296754233545,-3.1376613708394174,-0.26792619718921307,-0.5242157551854809,-0.12562704525790233,-3.6592737204234087
8.51,-0.08024819612665401,0.16880185319980318,-0.005656773968997624,-0.0036262750189469464,0.017846249921706508,0.002701959155729716,-0.08964473554213796,0.04240042052858217,0.9457446283614027,0.687981258323811,0.5746908499315189,-3.860590430202615,-0.2744425212870721,-0.6516324097859016,-0.16888872936781069,-4.326168410990835
8.52,-0.09809848881135724,0.21856394116852793,-0.09218824885919988,-0.006065241165759678,0.027623926428507358,-0.019333452438917792,-0.08738813936763411,0.22565961745038554,0.9536302059375332,0.7885577576130509,0.5303414545688468,-4.434939536267201,-0.2821557179856009,-0.7713196698528824,-0.21661173787826174,-4.772300851045105
8.53,-0.09969785019624686,0.22038464550903858,-0.10654326540365738,-0.0059051524665949965,0.027203332676312503,-0.02044533411112554,-0.08310183225777182,0.4286307109862289,0.9621647625285474,0.8534556591014208,0.4821081226515217,-4.823333191732515,-0.29082251880046445,-0.866680081486354,-0.266163388811726,-4.955165093346428
8.540000000000001,-0.1006641344591625,0.22252359908922703,-0.11706046077017018,-0.005933869508206145,0.027449211094467428,-0.021341201620571636,-0.0767636685717849,0.6338163685986914,0.9710412156695326,0.8876453140985174,0.43203184775670816,-5.0076274894813535,-0.3000288818375428,-0.9206363037078336,-0.314811857935827,-4.864846912410098
8.55,-0.10070124658277031,0.2246296617142545,-0.12315866247846793,-0.006168752589447161,0.02839763004139567,-0.021915407341775692,-0.06852616323095363,0.8237505340831272,0.9800138339529115,0.8972618283378919,0.382217818758541,-4.981402899816717,-0.3092111289993294,-0.9182247161786616,-0.3599741479256907,-4.516228998986371
8.56,-0.09963844017668935,0.2263476407703482,-0.12454982794726625,-0.006598359440688666,0.029989214949293342,-0.022137634687202222,-0.058689484822669405,0.9836678408284227,0.9888882459450351,0.8874411992123576,0.3347647461818142,-4.745307257672682,-0.31770462404638483,-0.8493495047055433,-0.3993890599688803,-3.9414912043189587
