time,LM_GRF_x,LM_GRF_y,LM_GRF_z,LM_CTr_theta,LM_CTr_vel,LM_TrF_theta,LM_TrF_vel,LM_FTi_theta,LM_FTi_vel
0.164,17.71128566296874,3.62096931099663,21.33225497396537,0.1642945195069046,4.996346714473007,-0.33711967906271,-8.182156307353777,-0.26735309221938125,-5.5747946399156145
0.166,0.0,0.0,0.0,0.17004509551380637,2.875288003450882,-0.35157701805811564,-7.228669497702817,-0.27363758481968525,-3.1422463001520016
0.168,0.0,0.0,0.0,0.16974911582160415,-0.147989846101107,-0.3628361141442198,-5.629548043052074,-0.2730094743483775,0.31405523565386506
0.17,0.0,0.0,0.0,0.16207228493824608,-3.838415441679038,-0.36982010353313743,-3.491994694458822,-0.2640214058252069,4.494034261585317
0.17200000000000001,0.0,0.0,0.0,0.1462475617098101,-7.912361614217988,-0.37190716055584344,-1.0435285113530035,-0.24596083699139132,9.030284416907785
0.17400000000000002,0.0,0.0,0.0,0.12211806445294777,-12.064748628431161,-0.369071203493367,1.4179785312382343,-0.21889768150773845,13.531577741826437
0.176,0.0,0.0,0.0,0.0900910830873593,-16.013490682794234,-0.36183153318792655,3.619835152720213,-0.18360829693187378,17.644692287932333
0.178,0.0,0.0,0.0,0.05101351768943267,-19.538782698963313,-0.3510346754561174,5.398428865904581,-0.14139636946515108,21.10596373336135
0.18,0.0,0.0,0.0,0.0060171353345204875,-22.498191177456093,-0.33758653006600225,6.724072695057565,-0.0938734769022924,23.761446281429336
0.182,0.0,0.0,0.0,-0.0436147562776584,-24.815945806089445,-0.3222491489706285,7.668690547686873,-0.042762673860441726,25.55540152092534
0.184,0.0,0.0,0.0,-0.09653241561050852,-26.458829666425057,-0.3055448504092252,8.35214928070166,0.010241215072614211,26.501944466527966
0.186,0.0,0.0,0.0,-0.15135680638660992,-27.4121953880507,-0.2877478259866824,8.898512211271386,0.06355209644047799,26.65544068393189
0.188,0.0,0.0,0.0,-0.2066830522071406,-27.663122910265333,-0.2689230324352264,9.412396775727998,0.1157277952230486,26.087849391285307
0.19,0.0,0.0,0.0,-0.2610663175068721,-27.191632649865753,-0.24898037685863336,9.971327788296527,0.1654761473990724,24.8741760880119
0.192,0.0,0.0,0.0,-0.31300237176216544,-25.968027127646675,-0.2277271352636814,10.626620797475978,0.21164358280861684,23.083717704772216
0.194,0.0,0.0,0.0,-0.36091017854825463,-23.953903393044595,-0.20491236451662925,11.407385373526077,0.2531917017973719,20.77405949437752
0.196,0.0,0.0,0.0,-0.4031195435611917,-21.10468250646852,-0.18026232274651988,12.325020885054688,0.28916224999688417,17.985274099756143
0.198,0.0,0.0,0.0,-0.43786334604065846,-17.371901239733393,-0.15350750862486345,13.377407060828212,0.3186273526826577,14.732551342886756
0.2,0.0,0.0,0.0,-0.4632711132771491,-12.703883618245316,-0.12440182455461198,14.552842035125739,0.34061979210496834,10.99621971115533
0.202,0.0,0.0,0.0,-0.478161835764441,-7.445361243645948,-0.0929674505841155,15.717186985248238,0.3545969860907705,6.988596992901081
